benefitsReview,binary_sentiment
This drug did have benefits in that it stabilized my mood somewhat. I still suffer from severe bouts of depression- mostly caused by the side effects of the drug.,negative
"Once the side effects wore off, I was left with much smoother skin, and less acne.  I noticed a reduction in fine lines and wrinkles, and an overall better texture to my skin.",positive
The valium was prescribed for the patient in an attempt to relieve anxiety prior to a minor surgery being performed.,positive
"Remission of Crohn's Disease.  Remission included normal bowel movenments from about 15/day to 1 or 2 per day. Cramps associated with diarrhea have disappeared. Increased energy, feeling active and generally feeling better.  Endoscopy was done at one point after the treatment and there was indication of only very mild disease so basically remission was achieved according to my gastroenterologist.",positive
None apparent during treatment.,negative
Not much at all for what I had going on,negative
"Lamictal stopped my seizures as well as Epilim, but it gave me a considerate amount of energy.  Some would see it as a benefit to not have an appetite, even though it's bad for your health to not eat.  My depression went away with Lamictal.  Even when I had an appetite I still wouldn't eat much, which helped me greatly, since Epilim gave me terrible cravings.",positive
"This is the best migraine medication on the market. Imitrex no longer works for me. I cannot be without maxalt or I will be in the ER. When I took Imitrex, I would have to repeat the dosage every 8-10 hours for 3 days. But, with Maxalt, I take one dose and it lasts for the whole migraine and I never have to take another dose until the next migraine.",positive
"The medications has slowed down hair shedding but not prevented hair loss. Hair loss is still ongoing, miniturization of hair follicles is still ongoing.",positive
"My skin is now smoother with less acne.  I still get a pimple here and there, but for the most part, my skin has been very clear.",positive
"Was supposed to wait 10 days before attempting to quit 100%. The urge to smoke lessened significantly from first day.  Went from smoking 15-20 cigarettes a day to about 5-10 the first day.  By the end of the first week a was smoking 1 or 2 a day.  Quit before the 10 days were up.  1.5 years later, I am still not smoking.",positive
"I noticed firmer, more toned skin and a decrease in the appearance of fine lines on my face, especially around the eye area.",positive
"The rash and itch were suppressed after 2 days, and gradually the rash disappeared over the course of 7 days.",positive
"I took lamectal to replace Lithium hoping it will help stabilize my mood.  But after two years of taking it, it did not seem working.",positive
